month,Under 10,10s,20s,30s,40s,50s,60s,70s,80s,Over 90
2020-01-01,338358.0,386151.0,484778.0,514794.0,683639.0,589851.0,511872.0,625158.0,355026.0,90666.0
2021-01-01,332693.0,379541.0,489583.0,507671.0,665051.0,613274.0,493907.0,628053.0,371821.0,95933.0
