month,Under 10,10s,20s,30s,40s,50s,60s,70s,80s,Over 90
2020-01-01,354421.0,404626.0,485374.0,513221.0,675123.0,583625.0,480014.0,515455.0,228390.0,29071.0
2021-01-01,348228.0,398322.0,489887.0,506713.0,657034.0,606375.0,465017.0,518155.0,240761.0,31492.0
