,Under 10,10s,20s,30s,40s,50s,60s,70s,80s,Over 90
2020-09-02,0.0,0.0034251899004323644,0.013276604784071342,0.00886400838338215,0.004510932244294046,0.004076481311779075,0.0040493453220950505,0.0031844446248963064,0.0053789323357206825,0.01667830673490874
2020-09-09,0.006312125593264661,0.0031617137542452596,0.01205107203477245,0.00906098634745731,0.004210203428007777,0.0044025998167214,0.0036444107898855453,0.0020698890061825992,0.004841039102148614,0.0
2020-09-16,0.002104041864421554,0.0026347614618710494,0.01123405020190652,0.006500272814480244,0.0051123898768665865,0.004076481311779075,0.002632074459361783,0.0020698890061825992,0.0040341992517905125,0.007296759196522573
2020-09-23,0.002404619273624633,0.0021078091694968397,0.010621283827257074,0.00551538299410445,0.0034583813872921024,0.0024458887870674444,0.002632074459361783,0.00238833346867223,0.00322735940143241,0.0
2020-09-30,0.0,0.004742570631367889,0.011438305660123002,0.0051214270659541315,0.0036087457954352372,0.0030981257969520965,0.0022271399271522776,0.0017514445436929687,0.0,0.0
2020-10-07,0.002404619273624633,0.003952142192806574,0.011029794743690039,0.0029546694611273837,0.002706559346576428,0.0030981257969520965,0.001214803596628515,0.0,0.0,0.0
2020-10-14,0.0,0.0036886660466194693,0.009600006536174663,0.004727471137803814,0.004811661060580316,0.003913422059307912,0.002632074459361783,0.00238833346867223,0.001613679700716205,0.0052119708546589805
2020-10-21,0.002104041864421554,0.0034251899004323644,0.016136181199102092,0.007091206706705721,0.005713847509439126,0.005707073836490704,0.0038468780559902977,0.00477666693734446,0.00645471880286482,0.01355112422211335
2020-10-28,0.0,0.006586903654677624,0.019200013072349326,0.011818677844509535,0.007818949223443014,0.009620495895798616,0.006074017983142575,0.0041397780123651985,0.008068398503581025,0.012508730051181553
2020-11-04,0.0,0.005269522923742099,0.022263844945596557,0.01260658970081017,0.009773686529303768,0.01157720692545257,0.007693756111980595,0.006846555943527059,0.010488918054655332,0.015635912563976943
2020-11-11,0.0,0.012910331163168143,0.033089384231070114,0.018909884551215256,0.012780974692166465,0.010761910663096756,0.010933232369656636,0.008916444949709659,0.009682078204297229,0.019805489247704127
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.007514435230076978,0.011592950432232617,0.030638318732472327,0.018515928623064937,0.014585347589884085,0.021197702821251187,0.019639324812160994,0.015922223124481532,0.028239394762533586,0.05628928523031699
2020-12-22,0.006612703002467741,0.011592950432232617,0.032272362398204184,0.015364281197862395,0.015487534038742893,0.01875181403418374,0.016602315820589707,0.01815133436190895,0.026894661678603413,0.028144642615158495
2020-12-30,0.009017322276092374,0.012383378870793932,0.03574470518788438,0.020091752335666208,0.01172842383516452,0.016632043752058623,0.01538751222396119,0.013374667424564488,0.01748153009109222,0.03544140181168107
2021-01-06,0.010520209322107768,0.02871889993439444,0.07475749770723249,0.042350262276159165,0.029471423996054437,0.03244879124176143,0.02652321185972258,0.021017334524315624,0.027701501528961517,0.05733167940124879
2021-01-13,0.017734067142981667,0.027928471495833124,0.07251068766685118,0.0364409233539044,0.026313771425048604,0.03359020600905957,0.023891137400360796,0.025316334767925636,0.038459366200402884,0.06567083276870316
2021-01-20,0.01352598341413856,0.025293710033962077,0.048817054513739244,0.029546694611273835,0.025110856159903525,0.02902454693986701,0.01923439027995149,0.021017334524315624,0.03200464739753806,0.06567083276870316
2021-01-27,0.010520209322107768,0.01817985408691024,0.028187253233874544,0.01654614898231335,0.016389720487601702,0.02136076207372235,0.01538751222396119,0.01815133436190895,0.03254254063111013,0.034399007640749275
2021-02-03,0.005710970774858503,0.008431236677987359,0.016136181199102092,0.010636810060058581,0.010675872978162576,0.011414147672981408,0.010528297837447131,0.010827111724647441,0.018557316558236357,0.0271022484442267
2021-02-10,0.003005774092030791,0.004742570631367889,0.012459582951205413,0.008667030419306993,0.00676639836644107,0.007011547856260008,0.008706092442504358,0.005254333631078906,0.008875238353939127,0.015635912563976943
2021-02-17,0.0015028870460153955,0.0042156183389936795,0.012868093867638378,0.0074851626348560385,0.004962025468723452,0.005217896079077215,0.006681419781456833,0.004935889168589275,0.005109985718934649,0.019805489247704127
2021-02-24,0.0,0.0031617137542452596,0.008578729245092252,0.006500272814480244,0.0034583813872921024,0.0032611850494232595,0.0038468780559902977,0.0035028890873859374,0.008068398503581025,0.019805489247704127
2021-03-03,0.002104041864421554,0.004479094485180784,0.008578729245092252,0.006894228742630562,0.007969313631586148,0.006196251593904193,0.005466616184828318,0.0041397780123651985,0.006185772186078785,0.007296759196522573
2021-03-10,0.0018034644552184747,0.004742570631367889,0.012459582951205413,0.008470052455231834,0.00586421191758226,0.007826844118615823,0.0072888215797710905,0.005413555862323721,0.009682078204297229,0.01355112422211335
2021-03-17,0.0,0.01976071096403287,0.020221290363431735,0.01083378802413374,0.009322593304874362,0.011740266177923734,0.007491288845875843,0.005732000324813352,0.008068398503581025,0.018763095076772332
2021-03-24,0.010820786731310848,0.028982376080581546,0.06270642567246003,0.02481922347347002,0.020148830691180074,0.01924099179159723,0.015185044957856438,0.010986333955892257,0.010757864671441365,0.0
2021-03-31,0.01803464455218475,0.044527468705620736,0.1053958164397048,0.047668667306188454,0.04029766138236015,0.044189057419685165,0.031584893512341394,0.021654223449294883,0.021784675959668764,0.02397506593143131
2021-04-07,0.029757163511104832,0.0690307503010215,0.1570724473684748,0.07563953820486102,0.06450633109340487,0.06766958977553263,0.04231565861589327,0.039327891117469385,0.04760355117112804,0.07296759196522573
2021-04-14,0.04147968247002492,0.08642017594937042,0.1595235128670726,0.09041288551049793,0.08164787362172224,0.08739975932454336,0.05567849817880694,0.04585600259850681,0.06642981434615043,0.09590026372572524
2021-04-21,0.038173330968791046,0.08088717687944122,0.1458383971665683,0.08647332622899476,0.07864058545885955,0.07957291520592753,0.05466616184828318,0.048244336067179046,0.07234663991544318,0.09381547538386166
2021-04-28,0.039075063196400285,0.06112646591540835,0.13256179238249693,0.08213981101934127,0.07247564472499102,0.07631173015650428,0.06681419781456834,0.04697055821722052,0.05701668275863924,0.0813067453326801
2021-05-05,0.03035831832951099,0.04637180172893047,0.1056000718979213,0.06401783832442665,0.05398082252338542,0.061310278929157275,0.052843956453340404,0.043626891361079397,0.06051298877685768,0.11779054131529297
2021-05-12,0.025248502373058646,0.036886660466194696,0.08333622695232473,0.05456289604881902,0.044808593626654195,0.04663494620675261,0.03603917336664595,0.03455122418012493,0.03980409928433305,0.07817956281988471
2021-05-19,0.014127138232544719,0.01659899720978761,0.048817054513739244,0.031713452216100585,0.023156118854042774,0.02674171740527073,0.02024672661047525,0.016559112049460794,0.027432554912175482,0.04482294935006723
2021-05-26,0.007514435230076978,0.013964235747916562,0.028595764150307505,0.020485708263816526,0.018344457793462457,0.012392503187808386,0.012755437764599408,0.010190222799668181,0.015867850390376016,0.025017460102363106
2021-06-02,0.005710970774858503,0.014754664186477877,0.021651078570947113,0.013985435449336283,0.011578059427021387,0.010598851410625594,0.00971842877302812,0.006209667018547797,0.013447330839301707,0.018763095076772332
2021-06-09,0.005109815956452345,0.006323427508490519,0.017157458490184505,0.010045876167833104,0.006916762774584205,0.006359310846375356,0.006883887047561586,0.0035028890873859374,0.005916825569292751,0.0
2021-06-16,0.0,0.004479094485180784,0.018178735781266914,0.004924449101878973,0.005262754285009721,0.007174607108731171,0.002632074459361783,0.0030252223936514913,0.003765252635004478,0.0062543650255907765
2021-06-23,0.0036069289104369495,0.005796475216116309,0.0149106484498032,0.009257964311532469,0.007818949223443014,0.006359310846375356,0.0036444107898855453,0.003343666856141122,0.005109985718934649,0.0
2021-06-30,0.004208083728843108,0.007113855947051833,0.017361713948400987,0.010242854131908263,0.008270042447872418,0.005380955331548378,0.005264148918723566,0.002866000162406676,0.004572092485362581,0.0
2021-07-07,0.004508661138046187,0.015018140332664982,0.033089384231070114,0.013394501557110807,0.00706712718272734,0.010598851410625594,0.0036444107898855453,0.002866000162406676,0.0029584127846463753,0.0
2021-07-14,0.009017322276092374,0.03794056505094311,0.06862983396073802,0.0220615319764178,0.020750288323752614,0.017121221509472113,0.007896223378085349,0.002866000162406676,0.00322735940143241,0.0
2021-07-21,0.021641573462621695,0.04847961089842731,0.09702134265282904,0.04432004191691075,0.029772152812340708,0.028046191425040033,0.011540634167970893,0.003821333549875568,0.0040341992517905125,0.0
2021-07-28,0.042080837288431074,0.085366271364622,0.17525118314974172,0.08765519401344572,0.06315305142011665,0.055766264345137734,0.019841792078265745,0.005891222556058167,0.009413131587511194,0.0
2021-08-04,0.06372241075105277,0.12093555109988118,0.20343843638361625,0.11995958012177178,0.07773839901000074,0.06685429351317682,0.02490347373088456,0.008916444949709659,0.008068398503581025,0.009381547538386166
2021-08-11,0.10490151581187461,0.18864892066996714,0.3121023401547848,0.1768862117394927,0.12059225533079418,0.09571578120057267,0.03401450070559842,0.016877556511950425,0.017750476707878254,0.0271022484442267
